attempt_exact_match_rate,attempt_score_cv,attempt_score_mean,attempt_score_stddev,attempts,case_id,difficulty,estimated_cost_usd_total,failure_families_case_json,failure_family_primary_case,language,model,pass,prompt_sensitive_failure,prompt_sensitive_failure_rate,repairability_class,stable_failure,stable_failure_rate,stable_success,wall_s_total
0.0,0.0,0.7600000000000001,0.0,3,pass2.query10,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",decision_support,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,157.47269569899072
0.0,0.0,1.0,0.0,3,pass2.query2,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,300.40333297802135
0.0,0.10788845733567938,0.5388888888888889,0.05813989089756055,3,pass2.query3,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,217.6947161720309
0.0,0.06879093120140625,0.3507936507936508,0.024131421897636163,3,pass2.query4,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,166.85063746603555
0.0,0.07856742013183864,0.44999999999999996,0.03535533905932738,3,pass2.query5,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,114.77534650597954
0.0,0.0,0.0,0.0,3,pass2.query6,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",snowflake_traversal,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,93.44832526301616
0.0,0.0,0.47000000000000003,0.0,3,pass2.query7,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,144.21157791500445
0.0,0.1010152544552211,0.39666666666666667,0.040069384267237704,3,pass2.query8,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,139.68793492999976
0.0,0.04419417382415921,0.35555555555555557,0.01571348402636772,3,pass2.query9,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",decision_support,sql,deepseek-coder-33b-sqlbench:latest,2,False,0.0,human_repairable,True,1.0,False,221.5405284720182
0.0,0.0,1.0,0.0,3,pass3.query1,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",join_key_integrity,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,264.7474165959866
0.0,0.033995518326276286,0.5777777777777778,0.019641855032959635,3,pass3.query10,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,193.5728288940154
0.0,0.7071067811865475,0.10773809523809523,0.07618233773497922,3,pass3.query2,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",aggregation_numeric,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,267.05796411802294
0.0,0.0,0.6699999999999999,0.0,3,pass3.query3,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",orphan_key_audit,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,177.29875237197848
0.0,0.0,0.39999999999999997,0.0,3,pass3.query4,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",aggregation_numeric,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,116.19491075101541
0.0,0.05711686439309756,0.6877777777777778,0.039283710065919325,3,pass3.query5,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit"", ""outer_join_coverage""]",outer_join_coverage,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,166.0110059910221
0.0,0.0,0.0,0.0,3,pass3.query6,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit"", ""ranking_and_priority""]",ranking_and_priority,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,177.08567884596414
0.0,0.0,0.0,0.0,3,pass3.query7,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",orphan_key_audit,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,141.85989630399854
0.0,0.0,0.0,0.0,3,pass3.query8,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,190.48887570601073
0.0,0.010029883421085805,0.88125,0.008838834764831865,3,pass3.query9,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""failure_family_audit"", ""join_key_integrity"", ""orphan_key_audit""]",failure_family_audit,sql,deepseek-coder-33b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,157.8989176460018
0.0,0.021107665110046244,0.8375,0.01767766952966373,3,pass4.query1,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",audit_reconciliation,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,147.91736598100397
0.0,0.0,1.0,0.0,3,pass4.query10,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",repairability_review,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,human_repairable,True,1.0,False,278.26187759501045
0.0,0.1893041776404931,0.7055555555555556,0.1335646142241257,3,pass4.query2,extra_hard,0.0,"[""aggregation_numeric"", ""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",aggregation_numeric,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,226.70950468702358
0.0,0.0,0.2708333333333333,0.0,3,pass4.query3,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,189.5284403959813
0.0,0.0,0.3499999999999999,0.0,3,pass4.query4,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,84.86744062698563
0.0,0.11544600509168117,0.6533333333333334,0.07542472332656504,3,pass4.query5,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",expression_mapping,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,186.29719197403756
0.0,0.0,0.73,0.0,3,pass4.query6,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,156.0251627349644
0.0,0.0,0.0,0.0,3,pass4.query7,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""orphan_key_audit"", ""presentation_table"", ""repairability_review""]",orphan_key_audit,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,140.2112220150011
0.0,0.0,0.16785714285714284,0.0,3,pass4.query8,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",presentation_table,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,493.3519230459642
0.0,0.0713593999362571,0.30277777777777776,0.02160604053625562,3,pass4.query9,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,deepseek-coder-33b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,192.76554160399246
0.0,0.10878565864408417,0.6066666666666667,0.0659966329107444,3,pass5.query1,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,251.45748585398542
0.0,0.0,0.4400000000000001,0.0,3,pass5.query10,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,244.36660733399913
0.0,0.06815487047581179,0.27666666666666667,0.01885618083164126,3,pass5.query2,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,737.8495773439645
0.0,0.022567237697442996,0.3916666666666666,0.008838834764831839,3,pass5.query3,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,390.47833611399983
0.0,0.0,0.6999999999999998,0.0,3,pass5.query4,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,157.48358228398138
0.0,0.26122416120267355,0.6541666666666667,0.17088413878674896,3,pass5.query5,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,213.4652916470077
0.0,0.0,0.48000000000000004,0.0,3,pass5.query6,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,209.53291617700597
0.0,0.0,0.7749999999999999,0.0,3,pass5.query7,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""repeatability_probe"", ""statistical_summary""]",repeatability_probe,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,170.31742394299363
0.0,0.0,0.5760000000000001,0.0,3,pass5.query8,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,267.8688913290389
0.0,0.0,0.30833333333333335,0.0,3,pass5.query9,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",ranking_and_priority,python,deepseek-coder-33b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,322.8795008919842
0.0,0.0,0.875,0.0,3,pass1.query1,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",inner_join_accuracy,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,80.43901939297211
1.0,0.0,1.0,0.0,3,pass1.query10,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""join_key_integrity"", ""outer_join_coverage"", ""sorting_presentation""]",join_key_integrity,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,False,0.0,True,31.93739590595942
0.0,0.0,0.8500000000000001,0.0,3,pass1.query2,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",sorting_presentation,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,35.54564628895605
1.0,0.0,1.0,0.0,3,pass1.query3,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",outer_join_coverage,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,False,0.0,True,49.48730591201456
1.0,0.0,1.0,0.0,3,pass1.query4,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",outer_join_coverage,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,False,0.0,True,27.956683782016626
0.0,0.0,0.8000000000000002,0.0,3,pass1.query5,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""snowflake_traversal"", ""sorting_presentation""]",snowflake_traversal,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,43.59595613501733
0.0,0.0,0.6000000000000001,0.0,3,pass1.query6,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,13.214936874021078
0.0,0.0,0.4333333333333333,0.0,3,pass1.query7,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,19.564064349979162
0.0,0.0,0.8000000000000002,0.0,3,pass1.query8,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,17.86930411501089
0.0,0.0,0.8666666666666667,0.0,3,pass1.query9,easy,0.0,"[""aggregation_numeric"", ""decision_support"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",decision_support,sql,gemma4-26b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,17.937944787961897
0.0,0.0,0.8333333333333335,0.0,3,pass2.query1,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",snowflake_traversal,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,38.557636253972305
0.0,0.0,0.8400000000000002,0.0,3,pass2.query10,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",decision_support,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,29.878795299009653
1.0,0.0,1.0,0.0,3,pass2.query2,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,False,0.0,True,54.92514611198567
1.0,0.0,1.0,0.0,3,pass2.query3,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,False,0.0,True,37.65575265898951
0.0,0.0,0.7357142857142858,0.0,3,pass2.query4,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,30.686713628994767
0.0,0.0,0.525,0.0,3,pass2.query5,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,17.199450307991356
0.0,0.19506393963766833,0.725,0.14142135623730953,3,pass2.query6,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",snowflake_traversal,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,15.108293392026098
0.0,0.0,0.92,0.0,3,pass2.query7,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,27.442815084999893
0.0,0.0,0.8999999999999999,0.0,3,pass2.query8,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,2,False,0.0,strict,True,1.0,False,20.620307867997326
0.0,0.0034176258153047127,0.41051587301587295,0.0014029896452113987,3,pass2.query9,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",decision_support,sql,gemma4-26b-sqlbench:latest,2,False,0.0,human_repairable,True,1.0,False,49.14702016397496
1.0,0.0,1.0,0.0,3,pass3.query1,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",join_key_integrity,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,False,0.0,True,39.56555130102788
0.0,0.07567697992631946,0.8305555555555556,0.06285393610547088,3,pass3.query10,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,27.629453949979506
0.0,0.0,0.11875000000000001,0.0,3,pass3.query2,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,35.68329398499918
0.0,0.0,0.8799999999999999,0.0,3,pass3.query3,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",orphan_key_audit,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,30.596829695015913
0.0,0.0,0.5499999999999999,0.0,3,pass3.query4,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",aggregation_numeric,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,19.979655645001912
0.0,0.0,0.96,0.0,3,pass3.query5,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit"", ""outer_join_coverage""]",outer_join_coverage,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,25.033151327021187
0.0,0.0,0.0,0.0,3,pass3.query6,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit"", ""ranking_and_priority""]",ranking_and_priority,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,35.02061343798414
0.0,0.0,0.0,0.0,3,pass3.query7,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",orphan_key_audit,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,21.802732690004632
0.0,0.0,0.44285714285714284,0.0,3,pass3.query8,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,38.57608051496209
0.0,0.009620500424306792,0.9187500000000001,0.008838834764831865,3,pass3.query9,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""failure_family_audit"", ""join_key_integrity"", ""orphan_key_audit""]",failure_family_audit,sql,gemma4-26b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,41.446824218000984
0.0,0.0,0.8125,0.0,3,pass4.query1,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",audit_reconciliation,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,27.424178503017174
0.0,0.0,1.0,0.0,3,pass4.query10,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",repairability_review,python,gemma4-26b-sqlbench:latest,4,False,0.0,human_repairable,True,1.0,False,44.495242461009184
0.0,0.10595085320710483,0.42638888888888893,0.0451762665758072,3,pass4.query2,extra_hard,0.0,"[""aggregation_numeric"", ""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",aggregation_numeric,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,76.73120483395178
0.0,0.19175777116923318,0.4916666666666667,0.09428090415820632,3,pass4.query3,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,50.02107742498629
0.0,0.0,0.44999999999999996,0.0,3,pass4.query4,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,16.523835584986955
0.0,0.14142135623730945,0.6533333333333334,0.09239528607504219,3,pass4.query5,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",expression_mapping,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,41.11826298799133
0.0,0.020203050891044155,0.7000000000000001,0.01414213562373091,3,pass4.query6,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,38.05637997601298
0.0,0.0,0.0,0.0,3,pass4.query7,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""orphan_key_audit"", ""presentation_table"", ""repairability_review""]",orphan_key_audit,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,33.69281214399962
0.0,0.0,0.5285714285714286,0.0,3,pass4.query8,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",presentation_table,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,198.84109160196385
0.0,0.06734350297014734,0.525,0.035355339059327355,3,pass4.query9,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,gemma4-26b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,34.49594188100309
0.0,0.009183204950474585,0.7699999999999999,0.007071067811865429,3,pass5.query1,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,90.1750602760003
0.0,0.0,0.54,0.0,3,pass5.query10,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,72.0817490380141
0.0,0.0070242395482108195,0.6711111111111112,0.004714045207910373,3,pass5.query2,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,122.53970704204403
0.0,0.029772917102591456,0.59375,0.017677669529663678,3,pass5.query3,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,48.10045286899549
0.0,0.0,0.6999999999999998,0.0,3,pass5.query4,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,30.736531649978133
0.0,0.0,0.5125,0.0,3,pass5.query5,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,37.229900010017445
0.0,0.0,0.56,0.0,3,pass5.query6,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,42.318042344995774
0.0,0.0,0.7749999999999999,0.0,3,pass5.query7,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""repeatability_probe"", ""statistical_summary""]",repeatability_probe,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,28.01843762997305
0.0,0.007215375318230082,0.7840000000000001,0.005656854249492385,3,pass5.query8,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,51.34222175198374
0.0,0.009036508385770543,0.3726190476190476,0.003367175148507357,3,pass5.query9,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",ranking_and_priority,python,gemma4-26b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,67.7926639309735
1.0,0.0,1.0,0.0,3,pass1.query1,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",inner_join_accuracy,sql,gemma4-31b-sqlbench:latest,1,False,0.0,strict,False,0.0,True,237.88943997499882
1.0,0.0,1.0,0.0,3,pass1.query10,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""join_key_integrity"", ""outer_join_coverage"", ""sorting_presentation""]",join_key_integrity,sql,gemma4-31b-sqlbench:latest,1,False,0.0,strict,False,0.0,True,211.1633089769748
0.0,0.0,0.9500000000000001,0.0,3,pass1.query2,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",sorting_presentation,sql,gemma4-31b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,187.9307620950276
1.0,0.0,1.0,0.0,3,pass1.query3,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",outer_join_coverage,sql,gemma4-31b-sqlbench:latest,1,False,0.0,strict,False,0.0,True,244.14378658102942
0.6666666666666666,0.014284985478516126,0.9899999999999999,0.014142135623730963,3,pass1.query4,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",outer_join_coverage,sql,gemma4-31b-sqlbench:latest,1,True,1.0,strict,False,0.0,False,133.32540287799202
0.6666666666666666,0.06793165583451546,0.9541666666666666,0.06481812160876683,3,pass1.query5,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""snowflake_traversal"", ""sorting_presentation""]",snowflake_traversal,sql,gemma4-31b-sqlbench:latest,1,True,1.0,strict,False,0.0,False,195.13054144597845
0.0,0.0,0.9250000000000002,0.0,3,pass1.query6,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,gemma4-31b-sqlbench:latest,1,False,0.0,strict,True,1.0,False,82.89158535999013
